,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week
27329,29,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40
27330,49,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40
27331,61,?,Bachelors,Never-married,?,Not-in-family,White,Male,7
27332,46,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50
27333,37,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27335,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27336,26,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
27337,31,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,35
27339,52,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45
27341,21,Private,HS-grad,Married-spouse-absent,Exec-managerial,Other-relative,White,Female,60
27343,30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40
27344,30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,20
27346,41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
27347,39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60
27348,23,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,48
27350,17,?,11th,Never-married,?,Own-child,Black,Female,20
27351,46,Private,Assoc-voc,Divorced,Tech-support,Unmarried,Black,Female,40
27352,26,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,42
27353,30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27354,23,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50
27355,21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,12
27356,39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55
27357,37,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,40
27358,40,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
27359,38,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,20
27360,47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60
27363,62,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40
27364,32,Private,11th,Divorced,Other-service,Unmarried,White,Female,15
27365,42,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60
27366,32,Private,10th,Never-married,Craft-repair,Unmarried,White,Male,40
27367,27,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,30
27368,53,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45
27369,28,Self-emp-not-inc,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,25
27370,26,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40
27371,47,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
27372,23,Private,Some-college,Never-married,Protective-serv,Own-child,Black,Female,40
27373,70,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,30
27375,43,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,45
27378,64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
27379,40,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,45
27380,43,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,35
27381,50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,48
27382,19,?,Some-college,Never-married,?,Own-child,White,Female,30
27383,32,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,60
27387,30,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40
27388,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,30
27391,24,Private,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,White,Male,40
27392,43,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,50
27393,28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40
27394,35,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40
27395,36,?,HS-grad,Married-spouse-absent,?,Unmarried,Black,Male,50
27400,35,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40
27402,61,State-gov,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,40
27403,27,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,38
27404,61,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40
27405,18,Private,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,40
27406,31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40
27407,31,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,60
27408,20,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40
27409,35,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40
27411,43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40
27412,18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,20
27413,55,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27414,59,Private,HS-grad,Widowed,Priv-house-serv,Not-in-family,White,Female,40
27415,21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40
27416,22,Private,10th,Never-married,Other-service,Own-child,White,Female,40
27417,60,Federal-gov,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,40
27418,49,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27419,21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,40
27420,61,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
27422,63,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40
27423,27,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40
27424,23,Private,Bachelors,Never-married,Other-service,Own-child,Black,Female,30
27425,41,State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,45
27427,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40
27429,17,Private,10th,Never-married,Other-service,Own-child,White,Female,12
27430,34,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,60
27431,24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40
27432,30,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,45
27434,52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27435,57,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27436,38,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,45
27437,43,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,50
27438,61,Private,Some-college,Widowed,Adm-clerical,Other-relative,White,Female,40
27440,51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40
27441,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
27442,41,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40
27443,19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20
27444,28,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40
27445,59,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40
27446,32,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40
27447,31,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27449,54,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40
27450,33,Private,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male,42
27451,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10
27452,27,?,Some-college,Divorced,?,Not-in-family,White,Female,40
27453,32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,48
27454,35,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,Black,Female,40
27455,27,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,45
27456,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,46
27457,34,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40
27460,28,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Other,Male,40
27461,65,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,27
27462,61,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,16
27463,18,Private,11th,Never-married,Sales,Own-child,White,Female,25
27464,35,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Own-child,White,Male,50
27465,45,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40
27466,68,?,HS-grad,Widowed,?,Not-in-family,White,Female,20
27467,25,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
27468,48,Private,Prof-school,Divorced,Sales,Not-in-family,White,Male,13
27470,43,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,50
27471,54,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45
27472,47,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,50
27474,30,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27475,67,?,Some-college,Married-civ-spouse,?,Husband,White,Male,8
27476,35,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Female,40
27477,26,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,18
27478,61,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40
27480,50,Private,12th,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40
27482,34,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,25
27484,50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27485,28,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40
27487,58,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,20
27488,27,Private,5th-6th,Never-married,Other-service,Not-in-family,White,Male,75
27489,62,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,38
27490,36,Self-emp-inc,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,55
27491,21,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,4
27492,41,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45
27493,28,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45
27494,33,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
27495,54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
27496,19,Private,Some-college,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,25
27497,76,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Not-in-family,White,Male,30
27498,25,?,Bachelors,Married-civ-spouse,?,Wife,White,Female,25
27499,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
27501,22,Private,11th,Never-married,Sales,Unmarried,White,Female,30
27502,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,15
27503,55,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,20
27504,51,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40
27505,26,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40
27506,44,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,48
27507,65,?,10th,Married-civ-spouse,?,Husband,White,Male,70
27508,54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27509,34,Self-emp-not-inc,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,40
27510,42,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,40
27511,26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,70
27512,39,Private,5th-6th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40
27513,46,?,11th,Widowed,?,Unmarried,Black,Female,40
27516,20,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,50
27517,34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45
27518,62,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,40
27519,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20
27520,34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40
27522,21,?,Some-college,Never-married,?,Own-child,White,Male,20
27523,30,Self-emp-not-inc,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,49
27524,38,Private,HS-grad,Separated,Sales,Not-in-family,White,Male,60
27525,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40
27526,23,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,35
27527,34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,48
27528,22,Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40
27530,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27531,19,Private,1st-4th,Never-married,Handlers-cleaners,Other-relative,White,Male,52
27533,23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,50
27535,28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40
27537,46,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55
27538,27,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40
27539,25,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,40
27540,34,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,70
27541,33,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,40
27542,36,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,40
27543,30,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,48
27544,23,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,47
27545,36,Private,5th-6th,Married-spouse-absent,Craft-repair,Other-relative,White,Male,32
27546,29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45
27547,50,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40
27548,19,Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40
27550,52,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
27551,20,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27554,60,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27555,19,Private,11th,Never-married,Other-service,Not-in-family,Black,Male,40
27556,59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,20
27558,25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40
27559,49,Private,7th-8th,Divorced,Craft-repair,Not-in-family,White,Male,70
27560,25,Self-emp-not-inc,HS-grad,Never-married,Other-service,Unmarried,White,Female,30
27561,50,Private,11th,Divorced,Other-service,Unmarried,White,Female,40
27562,44,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,43
27563,28,?,HS-grad,Separated,?,Unmarried,White,Female,40
27564,33,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,20
27565,40,Self-emp-inc,Bachelors,Separated,Craft-repair,Own-child,White,Male,50
27566,56,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45
27567,56,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
27568,23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,42
27569,38,?,HS-grad,Divorced,?,Unmarried,Black,Female,40
27570,21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,10
27571,67,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,24
27573,50,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40
27574,59,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
27575,51,Private,11th,Widowed,Handlers-cleaners,Unmarried,Black,Female,40
27576,30,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,29
27577,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27578,64,?,HS-grad,Widowed,?,Not-in-family,White,Female,20
27579,61,?,Bachelors,Never-married,?,Not-in-family,White,Female,45
27580,26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40
27582,78,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,3
27583,24,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50
27584,27,Private,11th,Separated,Farming-fishing,Other-relative,White,Male,40
27585,51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
27586,46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
27590,36,?,Some-college,Never-married,?,Not-in-family,White,Male,30
27591,19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,20
27593,31,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,50
27594,26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,96
27595,59,?,Assoc-acdm,Married-civ-spouse,?,Husband,White,Male,35
27596,53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60
27597,24,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40
27599,36,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,50
27600,39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
27601,53,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Male,32
27602,75,Self-emp-inc,HS-grad,Widowed,Sales,Other-relative,Asian-Pac-Islander,Male,35
27603,36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
27604,46,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40
27605,56,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40
27606,29,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40
27608,58,Private,HS-grad,Widowed,Sales,Not-in-family,White,Male,38
27609,67,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,55
27611,39,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,80
27612,37,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50
27613,54,?,Some-college,Married-civ-spouse,?,Husband,White,Male,50
27614,63,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,30
27615,47,Private,11th,Divorced,Other-service,Not-in-family,White,Female,38
27617,55,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,45
27618,49,Private,11th,Married-civ-spouse,Sales,Wife,White,Female,40
27619,39,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
27620,23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40
27622,44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27623,25,Private,Assoc-voc,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40
27624,35,Private,Assoc-voc,Divorced,Prof-specialty,Own-child,Black,Male,40
27626,48,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40
27627,48,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,40
27628,44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40
27629,55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,25
27630,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50
27631,18,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,20
27633,32,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,56
27634,24,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,20
27635,44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70
27636,27,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45
27637,39,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,40
27638,26,Local-gov,10th,Married-civ-spouse,Other-service,Husband,White,Male,40
27639,34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27640,38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,65
27642,73,?,Bachelors,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,5
27643,32,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50
27645,59,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
27646,44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60
27647,35,Private,Bachelors,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40
27648,52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40
27650,23,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40
27654,68,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,16
27655,41,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,50
27656,42,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,40
27657,48,?,9th,Separated,?,Not-in-family,Amer-Indian-Eskimo,Female,20
27658,19,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40
27659,31,Private,11th,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,40
27662,51,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,40
27663,44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40
27664,23,Private,Bachelors,Never-married,Sales,Own-child,White,Female,30
27666,44,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,45
27667,24,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60
27668,34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60
27669,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,12
27670,61,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45
27671,30,Local-gov,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40
27672,45,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,40
27673,22,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,40
27674,49,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40
27675,39,Private,Assoc-acdm,Widowed,Adm-clerical,Unmarried,White,Female,45
27676,39,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,40
27677,34,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,40
27678,52,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27679,24,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40
27680,38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45
27681,19,Private,11th,Never-married,Machine-op-inspct,Own-child,White,Male,40
27682,24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,30
27683,25,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,43
27684,71,Private,7th-8th,Widowed,Transport-moving,Not-in-family,White,Male,10
27686,28,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,Black,Female,40
27687,54,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,38
27688,18,Private,11th,Never-married,Sales,Own-child,Black,Female,10
27689,49,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40
27691,57,Private,HS-grad,Widowed,Transport-moving,Unmarried,White,Male,50
27692,56,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27693,17,Private,10th,Never-married,Other-service,Own-child,White,Male,20
27694,30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50
27696,26,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40
27697,61,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,48
27698,50,?,Some-college,Divorced,?,Unmarried,White,Male,40
27699,24,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,45
27701,38,State-gov,Masters,Never-married,Prof-specialty,Other-relative,White,Female,40
27702,61,?,7th-8th,Widowed,?,Not-in-family,Black,Female,40
27703,25,Private,Bachelors,Never-married,Sales,Own-child,White,Male,50
27704,34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,70
27705,38,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,40
27706,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55
27707,17,?,10th,Never-married,?,Own-child,Black,Male,20
27708,48,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40
27710,52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50
27711,55,State-gov,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Female,40
27712,41,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Other-relative,White,Male,20
27713,45,Private,5th-6th,Never-married,Machine-op-inspct,Own-child,White,Female,35
27714,49,Private,7th-8th,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,45
27715,19,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,20
27716,39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45
27717,43,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,45
27719,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,12
27720,30,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Black,Female,25
27723,60,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40
27725,27,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45
27726,24,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48
27727,41,Private,12th,Divorced,Transport-moving,Not-in-family,White,Male,84
27728,42,Private,HS-grad,Widowed,Transport-moving,Unmarried,White,Male,40
27729,34,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,15
27732,50,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40
27733,30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40
27734,38,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45
27735,31,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,55
27736,44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,45
27737,34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,38
27738,52,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40
27739,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50
27740,31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40
27742,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40
27743,42,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,35
27744,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35
27745,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,35
27746,38,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,30
